Mandate ID,Amount,Reference
CUS0004842,85,CUS0004842
CUS0004843,85,CUS0004843
CUS0004849,85,CUS0004849
CUS0004850,85,CUS0004850
CUS0004851,85,CUS0004851
CUS0004852,460,CUS0004852
CUS0004870,85,CUS0004870
CUS0004871,170,CUS0004871
CUS0004872,85,CUS0004872
CUS0004877,85,CUS0004877
CUS0004889,138,CUS0004889
CUS0004892,85,CUS0004892
CUS0004902,85,CUS0004902
CUS0004903,85,CUS0004903
CUS0004919,160,CUS0004919
CUS0004923,85,CUS0004923
CUS0004924,160,CUS0004924
CUS0004926,85,CUS0004926
CUS0004929,85,CUS0004929
CUS0004930,154,CUS0004930
CUS0004932,160,CUS0004932
CUS0004933,85,CUS0004933
CUS0004936,85,CUS0004936
CUS0004937,85,CUS0004937
CUS0004939,85,CUS0004939
CUS0004941,85,CUS0004941
CUS0004952,160,CUS0004952
CUS0004959,85,CUS0004959
CUS0004960,160,CUS0004960
CUS0004968,85,CUS0004968
CUS0004975,85,CUS0004975
CUS0004976,85,CUS0004976
CUS0004977,85,CUS0004977
CUS0004978,85,CUS0004978
CUS0004982,85,CUS0004982
CUS0004984,85,CUS0004984
CUS0004994,160,CUS0004994
CUS0004999,85,CUS0004999
CUS0005003,85,CUS0005003
CUS0005035,85,CUS0005035
CUS0005036,85,CUS0005036
CUS0005037,85,CUS0005037
CUS0005048,85,CUS0005048
CUS0005054,235,CUS0005054
CUS0005061,85,CUS0005061
CUS0005066,85,CUS0005066
CUS0005069,85,CUS0005069
CUS0005070,85,CUS0005070
CUS0005077,69,CUS0005077
CUS0005082,160,CUS0005082
CUS0005089,85,CUS0005089
CUS0005090,85,CUS0005090
CUS0005097,85,CUS0005097
CUS0005098,85,CUS0005098
CUS0005103,85,CUS0005103
CUS0005112,85,CUS0005112
CUS0005114,85,CUS0005114
CUS0005118,85,CUS0005118
CUS0005127,160,CUS0005127
CUS0005139,85,CUS0005139
CUS0005155,85,CUS0005155
CUS0005166,160,CUS0005166
CUS0005167,85,CUS0005167
CUS0005169,85,CUS0005169
CUS0005178,160,CUS0005178
CUS0005179,235,CUS0005179
CUS0005183,160,CUS0005183
CUS0005185,160,CUS0005185
CUS0005187,85,CUS0005187
CUS0005191,85,CUS0005191
CUS0005204,85,CUS0005204
CUS0005206,85,CUS0005206
CUS0005227,85,CUS0005227
CUS0005260,160,CUS0005260
CUS0005261,85,CUS0005261
CUS0005266,85,CUS0005266
CUS0005269,85,CUS0005269
CUS0005270,160,CUS0005270
CUS0005272,85,CUS0005272
CUS0005273,85,CUS0005273
CUS0005275,85,CUS0005275
CUS0005277,160,CUS0005277
CUS0005281,160,CUS0005281
CUS0005284,160,CUS0005284
CUS0005287,85,CUS0005287
CUS0005292,160,CUS0005292
CUS0005298,85,CUS0005298
CUS0005299,85,CUS0005299
CUS0005302,85,CUS0005302
CUS0005303,85,CUS0005303
CUS0005304,85,CUS0005304
CUS0005306,85,CUS0005306
CUS0005320,85,CUS0005320
CUS0005332,85,CUS0005332
CUS0005338,85,CUS0005338
CUS0005347,85,CUS0005347
CUS0005359,235,CUS0005359
CUS0005362,85,CUS0005362
CUS0005369,85,CUS0005369
CUS0005370,85,CUS0005370
CUS0005387,138,CUS0005387
CUS0005395,160,CUS0005395
CUS0005400,85,CUS0005400
CUS0005404,85,CUS0005404
CUS0005406,85,CUS0005406
CUS0005411,85,CUS0005411
CUS0005415,85,CUS0005415
CUS0005418,160,CUS0005418
CUS0005422,235,CUS0005422
CUS0005442,160,CUS0005442
CUS0005443,160,CUS0005443
CUS0005445,85,CUS0005445
CUS0005446,160,CUS0005446
CUS0005463,160,CUS0005463
CUS0005465,235,CUS0005465
CUS0005480,85,CUS0005480
CUS0005484,85,CUS0005484
CUS0005486,160,CUS0005486
CUS0005492,85,CUS0005492
CUS0005493,160,CUS0005493
CUS0005501,85,CUS0005501
CUS0005503,85,CUS0005503
CUS0005508,160,CUS0005508
CUS0005520,85,CUS0005520
CUS0005527,85,CUS0005527
CUS0005531,85,CUS0005531
CUS0005543,85,CUS0005543
CUS0005545,85,CUS0005545
CUS0005546,85,CUS0005546
CUS0005548,235,CUS0005548
CUS0005560,85,CUS0005560
CUS0005562,85,CUS0005562
CUS0005567,85,CUS0005567
CUS0005569,160,CUS0005569
CUS0005571,85,CUS0005571
CUS0005574,85,CUS0005574
CUS0005577,85,CUS0005577
CUS0005581,85,CUS0005581
CUS0005597,85,CUS0005597
CUS0005602,85,CUS0005602
CUS0005613,85,CUS0005613
CUS0005615,160,CUS0005615
CUS0005622,85,CUS0005622
CUS0005631,85,CUS0005631
CUS0005632,85,CUS0005632
CUS0005633,85,CUS0005633
CUS0005648,160,CUS0005648
CUS0005656,85,CUS0005656
CUS0005657,160,CUS0005657
CUS0005658,85,CUS0005658
CUS0005671,85,CUS0005671
CUS0005678,235,CUS0005678
CUS0005684,85,CUS0005684
CUS0005697,85,CUS0005697
CUS0005704,85,CUS0005704
CUS0005707,85,CUS0005707
CUS0005713,85,CUS0005713
CUS0005717,160,CUS0005717
CUS0005718,85,CUS0005718
CUS0005725,85,CUS0005725
CUS0005726,160,CUS0005726
CUS0005735,160,CUS0005735
CUS0005738,160,CUS0005738
CUS0005747,85,CUS0005747
CUS0005748,85,CUS0005748
CUS0005774,85,CUS0005774
CUS0005777,85,CUS0005777
CUS0005778,85,CUS0005778
CUS0005779,310,CUS0005779
CUS0005788,160,CUS0005788
CUS0005793,160,CUS0005793
CUS0005795,85,CUS0005795
CUS0005799,160,CUS0005799
CUS0005800,85,CUS0005800
CUS0005806,160,CUS0005806
CUS0005812,85,CUS0005812
CUS0005814,85,CUS0005814
CUS0005824,85,CUS0005824
CUS0005825,85,CUS0005825
CUS0005829,85,CUS0005829
CUS0005848,160,CUS0005848
CUS0005853,85,CUS0005853
CUS0005863,85,CUS0005863
CUS0005865,235,CUS0005865
CUS0005875,138,CUS0005875
CUS0005878,85,CUS0005878
CUS0005881,85,CUS0005881
CUS0005886,85,CUS0005886
CUS0005887,85,CUS0005887
CUS0005890,85,CUS0005890
CUS0005892,160,CUS0005892
CUS0005899,160,CUS0005899
CUS0005906,85,CUS0005906
CUS0005911,85,CUS0005911
CUS0005912,235,CUS0005912
CUS0005914,75,CUS0005914
CUS0005935,160,CUS0005935
CUS0005942,85,CUS0005942
CUS0005967,85,CUS0005967
CUS0005969,160,CUS0005969
CUS0005970,85,CUS0005970
CUS0005978,85,CUS0005978
CUS0005979,160,CUS0005979
CUS0005982,85,CUS0005982
CUS0005992,85,CUS0005992
CUS0005995,85,CUS0005995
CUS0005998,85,CUS0005998
CUS0006007,85,CUS0006007
CUS0006014,85,CUS0006014
CUS0006022,235,CUS0006022
CUS0006024,160,CUS0006024
CUS0006028,85,CUS0006028
CUS0006032,160,CUS0006032
CUS0006042,160,CUS0006042
CUS0006048,85,CUS0006048
CUS0006055,160,CUS0006055
CUS0006057,160,CUS0006057
CUS0006059,85,CUS0006059
CUS0006065,85,CUS0006065
CUS0006102,85,CUS0006102
CUS0006104,85,CUS0006104
CUS0006110,85,CUS0006110
CUS0006111,235,CUS0006111
CUS0006113,160,CUS0006113
CUS0006115,85,CUS0006115
CUS0006116,85,CUS0006116
CUS0006119,160,CUS0006119
CUS0006121,85,CUS0006121
CUS0006122,85,CUS0006122
CUS0006124,245,CUS0006124
CUS0006131,85,CUS0006131
CUS0006139,85,CUS0006139
CUS0006162,85,CUS0006162
CUS0006163,144,CUS0006163
CUS0006171,85,CUS0006171
CUS0006195,160,CUS0006195
CUS0006197,85,CUS0006197
CUS0006215,85,CUS0006215
CUS0006228,160,CUS0006228
CUS0006230,85,CUS0006230
CUS0006235,235,CUS0006235
CUS0006239,85,CUS0006239
CUS0006254,160,CUS0006254
CUS0006256,85,CUS0006256
CUS0006258,85,CUS0006258
CUS0006261,85,CUS0006261
CUS0006263,85,CUS0006263
CUS0006265,85,CUS0006265
CUS0006270,85,CUS0006270
CUS0006271,160,CUS0006271
CUS0006275,85,CUS0006275
CUS0006279,85,CUS0006279
CUS0006288,160,CUS0006288
CUS0006290,85,CUS0006290
CUS0006294,85,CUS0006294
CUS0006295,85,CUS0006295
CUS0006296,170,CUS0006296
CUS0006300,235,CUS0006300
CUS0006302,160,CUS0006302
CUS0006311,85,CUS0006311
CUS0006313,85,CUS0006313
CUS0006319,85,CUS0006319
CUS0006321,85,CUS0006321
CUS0006325,85,CUS0006325
CUS0006341,85,CUS0006341
CUS0006344,85,CUS0006344
CUS0006347,160,CUS0006347
CUS0006349,85,CUS0006349
CUS0006352,85,CUS0006352
CUS0006356,85,CUS0006356
CUS0006357,85,CUS0006357
CUS0006361,85,CUS0006361
CUS0006366,85,CUS0006366
CUS0006394,160,CUS0006394
CUS0006399,85,CUS0006399
CUS0006401,85,CUS0006401
CUS0006406,85,CUS0006406
CUS0006411,245,CUS0006411
CUS0006415,160,CUS0006415
CUS0006420,85,CUS0006420
CUS0006436,160,CUS0006436
CUS0006437,85,CUS0006437
CUS0006450,85,CUS0006450
CUS0006451,69,CUS0006451
CUS0006458,160,CUS0006458
CUS0006467,85,CUS0006467
CUS0006474,85,CUS0006474
CUS0006475,160,CUS0006475
CUS0006484,160,CUS0006484
CUS0006497,85,CUS0006497
CUS0006500,85,CUS0006500
CUS0006505,385,CUS0006505
CUS0006511,85,CUS0006511
CUS0006512,85,CUS0006512
CUS0006513,85,CUS0006513
CUS0006515,235,CUS0006515
CUS0006521,160,CUS0006521
CUS0006523,160,CUS0006523
CUS0006532,160,CUS0006532
CUS0006537,160,CUS0006537
CUS0006542,85,CUS0006542
CUS0006545,85,CUS0006545
CUS0006546,85,CUS0006546
CUS0006570,85,CUS0006570
CUS0006583,160,CUS0006583
CUS0006589,85,CUS0006589
CUS0006590,85,CUS0006590
CUS0006595,85,CUS0006595
CUS0006606,235,CUS0006606
CUS0006612,85,CUS0006612
CUS0006614,85,CUS0006614
CUS0006625,85,CUS0006625
CUS0006629,154,CUS0006629
CUS0006641,85,CUS0006641
CUS0006647,85,CUS0006647
CUS0006650,85,CUS0006650
CUS0006655,85,CUS0006655
CUS0006657,85,CUS0006657
CUS0006659,85,CUS0006659
CUS0006672,85,CUS0006672
CUS0006676,235,CUS0006676
CUS0006677,85,CUS0006677
CUS0006710,85,CUS0006710
CUS0006712,85,CUS0006712
CUS0006714,85,CUS0006714
CUS0006716,85,CUS0006716
CUS0006717,160,CUS0006717
CUS0006721,85,CUS0006721
CUS0006723,85,CUS0006723
CUS0006726,160,CUS0006726
CUS0006730,85,CUS0006730
CUS0006738,85,CUS0006738
CUS0006740,85,CUS0006740
CUS0006742,85,CUS0006742
CUS0006743,85,CUS0006743
CUS0006744,85,CUS0006744
CUS0006756,235,CUS0006756
CUS0006770,85,CUS0006770
CUS0006774,85,CUS0006774
CUS0006775,85,CUS0006775
CUS0006779,85,CUS0006779
CUS0006785,85,CUS0006785
CUS0006787,160,CUS0006787
CUS0006796,160,CUS0006796
CUS0006803,85,CUS0006803
CUS0006813,85,CUS0006813
CUS0006825,85,CUS0006825
CUS0006835,160,CUS0006835
CUS0006846,85,CUS0006846
CUS0006848,85,CUS0006848
CUS0006850,85,CUS0006850
CUS0006853,85,CUS0006853
CUS0006854,85,CUS0006854
CUS0006855,85,CUS0006855
CUS0006858,85,CUS0006858
CUS0006859,85,CUS0006859
CUS0006867,85,CUS0006867
CUS0006873,85,CUS0006873
CUS0006876,85,CUS0006876
CUS0006883,85,CUS0006883
CUS0006884,160,CUS0006884
CUS0006885,85,CUS0006885
CUS0006887,160,CUS0006887
CUS0006891,69,CUS0006891
CUS0006896,85,CUS0006896
CUS0006899,85,CUS0006899
CUS0006900,85,CUS0006900
CUS0006902,85,CUS0006902
CUS0006913,160,CUS0006913
CUS0006923,85,CUS0006923
CUS0006925,85,CUS0006925
CUS0006926,85,CUS0006926
CUS0006927,85,CUS0006927
CUS0006928,85,CUS0006928
CUS0006934,85,CUS0006934
CUS0006940,160,CUS0006940
CUS0006947,85,CUS0006947
CUS0006950,160,CUS0006950
CUS0006953,85,CUS0006953
CUS0006966,85,CUS0006966
CUS0006969,85,CUS0006969
CUS0006974,85,CUS0006974
CUS0006976,85,CUS0006976
CUS0006978,160,CUS0006978
CUS0006981,85,CUS0006981
CUS0006983,85,CUS0006983
CUS0006988,85,CUS0006988
CUS0006992,85,CUS0006992
CUS0006993,85,CUS0006993
CUS0007000,85,CUS0007000
CUS0007008,310,CUS0007008
CUS0007018,170,CUS0007018
CUS0007027,310,CUS0007027
CUS0007033,69,CUS0007033
CUS0007034,160,CUS0007034
CUS0007035,85,CUS0007035
CUS0007039,235,CUS0007039
CUS0007052,160,CUS0007052
CUS0007054,85,CUS0007054
CUS0007056,160,CUS0007056
CUS0007064,85,CUS0007064
CUS0007065,85,CUS0007065
CUS0007074,85,CUS0007074
CUS0007078,85,CUS0007078
CUS0007087,235,CUS0007087
CUS0007090,160,CUS0007090
CUS0007094,160,CUS0007094
CUS0007098,85,CUS0007098
CUS0007100,160,CUS0007100
CUS0007102,160,CUS0007102
CUS0007105,85,CUS0007105
CUS0007116,85,CUS0007116
CUS0007121,85,CUS0007121
CUS0007122,85,CUS0007122
CUS0007125,85,CUS0007125
CUS0007137,85,CUS0007137
CUS0007142,85,CUS0007142
CUS0007160,85,CUS0007160
CUS0007164,229,CUS0007164
CUS0007171,160,CUS0007171
CUS0007176,85,CUS0007176
CUS0007180,85,CUS0007180
CUS0007192,160,CUS0007192
CUS0007196,385,CUS0007196
CUS0007207,235,CUS0007207
CUS0007213,75,CUS0007213
CUS0007215,85,CUS0007215
CUS0007225,85,CUS0007225
CUS0007226,85,CUS0007226
CUS0007228,85,CUS0007228
CUS0007229,85,CUS0007229
CUS0007232,85,CUS0007232
CUS0007256,85,CUS0007256
CUS0007262,85,CUS0007262
CUS0007273,160,CUS0007273
CUS0007281,75,CUS0007281
CUS0007287,85,CUS0007287
CUS0007289,85,CUS0007289
CUS0007307,85,CUS0007307
CUS0007310,160,CUS0007310
CUS0007311,85,CUS0007311
CUS0007315,85,CUS0007315
CUS0007316,85,CUS0007316
CUS0007319,85,CUS0007319
CUS0007333,154,CUS0007333
CUS0007338,85,CUS0007338
CUS0007346,85,CUS0007346
CUS0007356,85,CUS0007356
CUS0007360,85,CUS0007360
CUS0007399,85,CUS0007399
CUS0007404,85,CUS0007404
CUS0007413,75,CUS0007413
CUS0007429,85,CUS0007429
CUS0007432,235,CUS0007432
CUS0007439,85,CUS0007439
CUS0007441,85,CUS0007441
CUS0007444,85,CUS0007444
CUS0007445,85,CUS0007445
CUS0007449,85,CUS0007449
CUS0007455,235,CUS0007455
CUS0007464,235,CUS0007464
CUS0007474,75,CUS0007474
CUS0007476,235,CUS0007476
CUS0007477,160,CUS0007477
CUS0007480,85,CUS0007480
CUS0007487,85,CUS0007487
CUS0007496,160,CUS0007496
CUS0007517,235,CUS0007517
CUS0007530,310,CUS0007530
CUS0007535,85,CUS0007535
CUS0007543,85,CUS0007543
CUS0007548,85,CUS0007548
CUS0007550,85,CUS0007550
CUS0007557,85,CUS0007557
CUS0007558,170,CUS0007558
CUS0007562,85,CUS0007562
CUS0007565,160,CUS0007565
CUS0007578,85,CUS0007578
CUS0007579,310,CUS0007579
CUS0007587,85,CUS0007587
CUS0007588,160,CUS0007588
CUS0007589,85,CUS0007589
CUS0007617,85,CUS0007617
CUS0007619,85,CUS0007619
CUS0007639,85,CUS0007639
CUS0007649,85,CUS0007649
CUS0007650,85,CUS0007650
CUS0007652,85,CUS0007652
CUS0007653,85,CUS0007653
CUS0007655,85,CUS0007655
CUS0007658,85,CUS0007658
CUS0007665,160,CUS0007665
CUS0007673,85,CUS0007673
CUS0007691,85,CUS0007691
CUS0007693,85,CUS0007693
CUS0007696,85,CUS0007696
CUS0007703,85,CUS0007703
CUS0007704,160,CUS0007704
CUS0007712,85,CUS0007712
CUS0007713,85,CUS0007713
CUS0007716,85,CUS0007716
CUS0007723,85,CUS0007723
CUS0007736,160,CUS0007736
CUS0007747,85,CUS0007747
CUS0007748,85,CUS0007748
CUS0007749,160,CUS0007749
CUS0007755,85,CUS0007755
CUS0007757,85,CUS0007757
CUS0007769,160,CUS0007769
CUS0007777,160,CUS0007777
CUS0007778,385,CUS0007778
CUS0007788,160,CUS0007788
CUS0007789,85,CUS0007789
CUS0007799,85,CUS0007799
CUS0007816,85,CUS0007816
CUS0007818,85,CUS0007818
CUS0007824,85,CUS0007824
CUS0007840,85,CUS0007840
CUS0007842,160,CUS0007842
CUS0007848,85,CUS0007848
CUS0007863,235,CUS0007863
CUS0007866,85,CUS0007866
CUS0007870,160,CUS0007870
CUS0007872,85,CUS0007872
CUS0007874,75,CUS0007874
CUS0007885,85,CUS0007885
CUS0007888,85,CUS0007888
CUS0007892,85,CUS0007892
CUS0007899,85,CUS0007899
CUS0007903,85,CUS0007903
CUS0007906,85,CUS0007906
CUS0007909,160,CUS0007909
CUS0007913,85,CUS0007913
CUS0007914,160,CUS0007914
CUS0007920,235,CUS0007920
CUS0007934,85,CUS0007934
CUS0007935,85,CUS0007935
CUS0007937,85,CUS0007937
CUS0007941,85,CUS0007941
CUS0007949,85,CUS0007949
CUS0007964,85,CUS0007964
CUS0007968,160,CUS0007968
CUS0007978,75,CUS0007978
CUS0007979,85,CUS0007979
CUS0007981,160,CUS0007981
CUS0007985,85,CUS0007985
CUS0007988,85,CUS0007988
CUS0007993,85,CUS0007993
CUS0007999,85,CUS0007999
CUS0008000,85,CUS0008000
CUS0008004,85,CUS0008004
CUS0008005,160,CUS0008005
CUS0008009,85,CUS0008009
CUS0008023,85,CUS0008023
CUS0008024,85,CUS0008024
CUS0008025,85,CUS0008025
CUS0008037,85,CUS0008037
CUS0008062,85,CUS0008062
CUS0008063,85,CUS0008063
CUS0008076,160,CUS0008076
CUS0008082,85,CUS0008082
CUS0008094,160,CUS0008094
CUS0008097,85,CUS0008097
CUS0008099,85,CUS0008099
CUS0008104,160,CUS0008104
CUS0008105,85,CUS0008105
CUS0008106,85,CUS0008106
CUS0008111,85,CUS0008111
CUS0008118,85,CUS0008118
CUS0008121,85,CUS0008121
CUS0008123,85,CUS0008123
CUS0008124,85,CUS0008124
CUS0008125,160,CUS0008125
CUS0008130,160,CUS0008130
CUS0008143,85,CUS0008143
CUS0008144,85,CUS0008144
CUS0008150,85,CUS0008150
CUS0008154,85,CUS0008154
CUS0008160,85,CUS0008160
CUS0008162,160,CUS0008162
CUS0008166,85,CUS0008166
CUS0008174,85,CUS0008174
CUS0008187,85,CUS0008187
CUS0008192,160,CUS0008192
CUS0008193,160,CUS0008193
CUS0008199,85,CUS0008199
CUS0008212,85,CUS0008212
CUS0008215,85,CUS0008215
CUS0008217,170,CUS0008217
CUS0008225,85,CUS0008225
CUS0008231,310,CUS0008231
CUS0008247,160,CUS0008247
CUS0008252,85,CUS0008252
CUS0008258,85,CUS0008258
CUS0008259,160,CUS0008259
CUS0008270,85,CUS0008270
CUS0008271,160,CUS0008271
CUS0008289,85,CUS0008289
CUS0008290,235,CUS0008290
CUS0008291,85,CUS0008291
CUS0008296,85,CUS0008296
CUS0008299,85,CUS0008299
CUS0008305,85,CUS0008305
CUS0008328,85,CUS0008328
CUS0008329,160,CUS0008329
CUS0008332,245,CUS0008332
CUS0008334,235,CUS0008334
CUS0008339,160,CUS0008339
CUS0008351,85,CUS0008351
CUS0008352,160,CUS0008352
CUS0008353,85,CUS0008353
CUS0008356,85,CUS0008356
CUS0008357,160,CUS0008357
CUS0008360,85,CUS0008360
CUS0008361,85,CUS0008361
CUS0008368,160,CUS0008368
CUS0008372,160,CUS0008372
CUS0008374,85,CUS0008374
CUS0008391,85,CUS0008391
CUS0008395,85,CUS0008395
CUS0008396,85,CUS0008396
CUS0008398,85,CUS0008398
CUS0008401,160,CUS0008401
CUS0008403,160,CUS0008403
CUS0008414,85,CUS0008414
CUS0008415,85,CUS0008415
CUS0008416,85,CUS0008416
CUS0008418,85,CUS0008418
CUS0008419,160,CUS0008419
CUS0008422,235,CUS0008422
CUS0008433,85,CUS0008433
CUS0008446,85,CUS0008446
CUS0008448,85,CUS0008448
CUS0008460,160,CUS0008460
CUS0008465,85,CUS0008465
CUS0008473,235,CUS0008473
CUS0008478,85,CUS0008478
CUS0008487,85,CUS0008487
CUS0008493,235,CUS0008493
CUS0008500,85,CUS0008500
CUS0008502,85,CUS0008502
CUS0008518,85,CUS0008518
CUS0008530,85,CUS0008530
CUS0008532,69,CUS0008532
CUS0008533,85,CUS0008533
CUS0008544,85,CUS0008544
CUS0008561,160,CUS0008561
CUS0008564,85,CUS0008564
CUS0008566,85,CUS0008566
CUS0008570,85,CUS0008570
CUS0008573,85,CUS0008573
CUS0008575,85,CUS0008575
CUS0008586,160,CUS0008586
CUS0008590,85,CUS0008590
CUS0008591,160,CUS0008591
CUS0008606,160,CUS0008606
CUS0008607,85,CUS0008607
CUS0008620,85,CUS0008620
CUS0008624,160,CUS0008624
CUS0008640,85,CUS0008640
CUS0008643,85,CUS0008643
CUS0008650,85,CUS0008650
CUS0008653,160,CUS0008653
CUS0008655,85,CUS0008655
CUS0008659,85,CUS0008659
CUS0008660,160,CUS0008660
CUS0008663,160,CUS0008663
CUS0008668,85,CUS0008668
CUS0008670,85,CUS0008670
CUS0008675,85,CUS0008675
CUS0008677,85,CUS0008677
CUS0008686,150,CUS0008686
CUS0008689,85,CUS0008689
CUS0008692,85,CUS0008692
CUS0008710,160,CUS0008710
CUS0008718,160,CUS0008718
CUS0008728,160,CUS0008728
CUS0008737,85,CUS0008737
CUS0008740,160,CUS0008740
CUS0008751,85,CUS0008751
CUS0008752,160,CUS0008752
CUS0008755,85,CUS0008755
CUS0008776,160,CUS0008776
CUS0008778,160,CUS0008778
CUS0008785,85,CUS0008785
CUS0008793,85,CUS0008793
CUS0008797,85,CUS0008797
CUS0008798,85,CUS0008798
CUS0008799,85,CUS0008799
CUS0008802,85,CUS0008802
CUS0008806,85,CUS0008806
CUS0008807,85,CUS0008807
CUS0008829,85,CUS0008829
CUS0008837,85,CUS0008837
CUS0008841,85,CUS0008841
CUS0008842,160,CUS0008842
CUS0008856,160,CUS0008856
CUS0008862,85,CUS0008862
CUS0008865,85,CUS0008865
CUS0008870,85,CUS0008870
CUS0008880,85,CUS0008880
CUS0008884,85,CUS0008884
CUS0008889,85,CUS0008889
CUS0008905,85,CUS0008905
CUS0008910,85,CUS0008910
CUS0008917,85,CUS0008917
CUS0008923,160,CUS0008923
CUS0008926,85,CUS0008926
CUS0008946,85,CUS0008946
CUS0008955,160,CUS0008955
CUS0008956,85,CUS0008956
CUS0008959,85,CUS0008959
CUS0008962,85,CUS0008962
CUS0008964,85,CUS0008964
CUS0008970,85,CUS0008970
CUS0008977,85,CUS0008977
CUS0008983,160,CUS0008983
CUS0008992,85,CUS0008992
CUS0008998,85,CUS0008998
CUS0009002,85,CUS0009002
CUS0009011,85,CUS0009011
CUS0009014,85,CUS0009014
CUS0009016,85,CUS0009016
CUS0009019,160,CUS0009019
CUS0009033,160,CUS0009033
CUS0009039,85,CUS0009039
CUS0009041,85,CUS0009041
CUS0009057,85,CUS0009057
CUS0009064,85,CUS0009064
CUS0009070,85,CUS0009070
CUS0009076,85,CUS0009076
CUS0009080,85,CUS0009080
CUS0009082,85,CUS0009082
CUS0009086,160,CUS0009086
CUS0009095,85,CUS0009095
CUS0009101,85,CUS0009101
CUS0009115,160,CUS0009115
CUS0009118,85,CUS0009118
CUS0009123,85,CUS0009123
CUS0009125,85,CUS0009125
CUS0009126,85,CUS0009126
CUS0009131,85,CUS0009131
CUS0009135,85,CUS0009135
CUS0009139,160,CUS0009139
CUS0009143,85,CUS0009143
CUS0009160,85,CUS0009160
CUS0009163,85,CUS0009163
CUS0009169,85,CUS0009169
CUS0009170,85,CUS0009170
CUS0009171,85,CUS0009171
CUS0009173,85,CUS0009173
CUS0009178,160,CUS0009178
CUS0009190,85,CUS0009190
CUS0009191,85,CUS0009191
CUS0009198,85,CUS0009198
CUS0009203,160,CUS0009203
CUS0009211,85,CUS0009211
CUS0009220,85,CUS0009220
CUS0009222,85,CUS0009222
CUS0009225,75,CUS0009225
CUS0009231,160,CUS0009231
CUS0009236,85,CUS0009236
CUS0009243,85,CUS0009243
CUS0009247,75,CUS0009247
CUS0009278,160,CUS0009278
CUS0009283,235,CUS0009283
CUS0009285,85,CUS0009285
CUS0009288,85,CUS0009288
CUS0009303,310,CUS0009303
CUS0009306,160,CUS0009306
CUS0009310,85,CUS0009310
CUS0009325,85,CUS0009325
CUS0009326,160,CUS0009326
CUS0009329,85,CUS0009329
CUS0009332,160,CUS0009332
CUS0009341,69,CUS0009341
CUS0009342,85,CUS0009342
CUS0009352,85,CUS0009352
CUS0009354,85,CUS0009354
CUS0009363,85,CUS0009363
CUS0009376,85,CUS0009376
CUS0009384,69,CUS0009384
CUS0009388,85,CUS0009388
CUS0009389,85,CUS0009389
CUS0009390,160,CUS0009390
CUS0009392,85,CUS0009392
CUS0009396,85,CUS0009396
CUS0009413,85,CUS0009413
CUS0009419,160,CUS0009419
CUS0009424,85,CUS0009424
CUS0009425,85,CUS0009425
CUS0009444,160,CUS0009444
CUS0009450,85,CUS0009450
CUS0009454,310,CUS0009454
CUS0009463,85,CUS0009463
CUS0009464,85,CUS0009464
CUS0009474,85,CUS0009474
CUS0009475,85,CUS0009475
CUS0009478,85,CUS0009478
CUS0009486,75,CUS0009486
CUS0009502,85,CUS0009502
CUS0009503,85,CUS0009503
CUS0009518,160,CUS0009518
CUS0009523,85,CUS0009523
CUS0009534,235,CUS0009534
CUS0009535,85,CUS0009535
CUS0009537,85,CUS0009537
CUS0009538,85,CUS0009538
CUS0009543,85,CUS0009543
CUS0009546,85,CUS0009546
CUS0009552,85,CUS0009552
CUS0009570,85,CUS0009570
CUS0009572,85,CUS0009572
CUS0009573,235,CUS0009573
CUS0009576,85,CUS0009576
CUS0009598,85,CUS0009598
CUS0009600,160,CUS0009600
CUS0009603,85,CUS0009603
CUS0009605,85,CUS0009605
CUS0009606,85,CUS0009606
CUS0009611,160,CUS0009611
CUS0009621,85,CUS0009621
CUS0009623,160,CUS0009623
CUS0009636,85,CUS0009636
CUS0009637,85,CUS0009637
CUS0009642,85,CUS0009642
CUS0009648,160,CUS0009648
CUS0009650,75,CUS0009650
CUS0009658,85,CUS0009658
CUS0009661,160,CUS0009661
CUS0009665,85,CUS0009665
CUS0009668,160,CUS0009668
CUS0009684,85,CUS0009684
CUS0009688,85,CUS0009688
CUS0009691,85,CUS0009691
CUS0009698,85,CUS0009698
CUS0009705,85,CUS0009705
CUS0009707,160,CUS0009707
CUS0009709,85,CUS0009709
CUS0009718,85,CUS0009718
CUS0009724,85,CUS0009724
CUS0009728,85,CUS0009728
CUS0009734,85,CUS0009734
CUS0009741,85,CUS0009741
CUS0009750,85,CUS0009750
CUS0009773,85,CUS0009773
CUS0009799,85,CUS0009799
CUS0009805,85,CUS0009805
CUS0009810,85,CUS0009810
CUS0009812,85,CUS0009812
CUS0009821,85,CUS0009821
CUS0009824,85,CUS0009824
CUS0009827,235,CUS0009827
CUS0009828,85,CUS0009828
CUS0009832,310,CUS0009832
CUS0009837,160,CUS0009837
CUS0009842,85,CUS0009842
CUS0009860,160,CUS0009860
CUS0009870,85,CUS0009870
CUS0009871,160,CUS0009871
CUS0009872,85,CUS0009872
CUS0009874,85,CUS0009874
CUS0009884,85,CUS0009884
CUS0009896,310,CUS0009896
CUS0009899,160,CUS0009899
CUS0009909,85,CUS0009909
CUS0009914,75,CUS0009914
CUS0009916,85,CUS0009916
CUS0009918,85,CUS0009918
CUS0009921,85,CUS0009921
CUS0009924,85,CUS0009924
CUS0009931,310,CUS0009931
CUS0009933,160,CUS0009933
CUS0009951,85,CUS0009951
